Title,Date,Description,Subjects,Location,Latitude,Longitude,Identifier,link,cdmid,Search
"Bunker Hill and Sullivan Mill, Kellogg (Idaho), 1908",1908,"Image is of the North mill at Bunker Hill and Sullivan Mill in Kellogg, Idaho [1908]; Various milling buildings are pictured.",mine buildings; silver mines; |  Bunker Hill and Sullivan Mining and Concentrating Company; Mines and mineral resources -- Idaho; Silver mines and mining -- Idaho; Wooden-frame buildings; | Mining; Mine buildings;,-Kellogg (Masonia),47.538267,-116.119343,8-X00020,http://digital.lib.uidaho.edu/cdm/ref/collection/bar-stock/id/223,223,"Bunker Hill and Sullivan Mill, Kellogg (Idaho), 1908 | 1908 | Image is of the North mill at Bunker Hill and Sullivan Mill in Kellogg, Idaho [1908]; Various milling buildings are pictured. | mine buildings; silver mines; |  Bunker Hill and Sullivan Mining and Concentrating Company; Mines and mineral resources -- Idaho; Silver mines and mining -- Idaho; Wooden-frame buildings; | Mining; Mine buildings; | -Kellogg (Masonia)"
"Hecla Mill, Gem (Idaho), 1912",1912,"Exterior view of Hecla Mill in Gem, Idaho, showing several wooden structures; Caption on front: ""Hecla Mill. Gem, Idaho"".",mine buildings; mines (extracting complexes); streams; | Silver mines and mining -- Idaho -- Shoshone County; | Mine buildings -- Gem; Mining; Streams ; Bridges;,Gem (Burke),47.537112,-115.823101,8-X00149,http://digital.lib.uidaho.edu/cdm/ref/collection/bar-stock/id/224,224,"Hecla Mill, Gem (Idaho), 1912 | 1912 | Exterior view of Hecla Mill in Gem, Idaho, showing several wooden structures; Caption on front: ""Hecla Mill. Gem, Idaho"". | mine buildings; mines (extracting complexes); streams; | Silver mines and mining -- Idaho -- Shoshone County; | Mine buildings -- Gem; Mining; Streams ; Bridges; | Gem (Burke)"
"Hecla Mine, Burke (Idaho), 1910",1910,"Exterior view of the Hecla Mine in Burke, Idaho. This image shows several buildings, piles of mine timbers and railroad tracks leading through some of the buildings; Caption on front: ""Hecla Mine"".",mine buildings; mines (extracting complexes); streams; | Silver mines and mining -- Idaho -- Shoshone County; Mine buildings; Hecla Mine (Idaho); | Mining; Mine buildings -- Burke; Railroad tracks;,Burke,47.537144,-115.823122,8-X00152,http://digital.lib.uidaho.edu/cdm/ref/collection/bar-stock/id/225,225,"Hecla Mine, Burke (Idaho), 1910 | 1910 | Exterior view of the Hecla Mine in Burke, Idaho. This image shows several buildings, piles of mine timbers and railroad tracks leading through some of the buildings; Caption on front: ""Hecla Mine"". | mine buildings; mines (extracting complexes); streams; | Silver mines and mining -- Idaho -- Shoshone County; Mine buildings; Hecla Mine (Idaho); | Mining; Mine buildings -- Burke; Railroad tracks; | Burke"
"Hercules Mine, Burke (Idaho)",,"Snow-covered, exterior view of lower tunnel no. 5 at the Hercules Mine in Burke, Idaho.",mine buildings; mines (extracting complexes); snow (precipitation); | Silver mines and mining -- Idaho -- Shoshone County; Mine buildings; | Mine buildings -- Burke; Mining; Snow;,Burke,47.547066,-115.827066,8-X00153a,http://digital.lib.uidaho.edu/cdm/ref/collection/bar-stock/id/226,226,"Hercules Mine, Burke (Idaho) |  | Snow-covered, exterior view of lower tunnel no. 5 at the Hercules Mine in Burke, Idaho. | mine buildings; mines (extracting complexes); snow (precipitation); | Silver mines and mining -- Idaho -- Shoshone County; Mine buildings; | Mine buildings -- Burke; Mining; Snow; | Burke"
"Hercules Mine, Burke (Idaho)",,"Snow-covered, exterior view of lower tunnel no. 5 at the Hercules Mine in Burke, Idaho.",mine buildings; mines (extracting complexes); snow (precipitation); | Silver mines and mining -- Idaho -- Shoshone County; Mine buildings; | Mine buildings -- Burke; Mining; Snow;,Burke,47.547055,-115.827055,8-X00153b,http://digital.lib.uidaho.edu/cdm/ref/collection/bar-stock/id/227,227,"Hercules Mine, Burke (Idaho) |  | Snow-covered, exterior view of lower tunnel no. 5 at the Hercules Mine in Burke, Idaho. | mine buildings; mines (extracting complexes); snow (precipitation); | Silver mines and mining -- Idaho -- Shoshone County; Mine buildings; | Mine buildings -- Burke; Mining; Snow; | Burke"
"Hercules Mine, Burke (Idaho)",,"Snow-covered, exterior view of lower tunnel no. 5 at the Hercules Mine in Burke, Idaho.",mine buildings; mines (extracting complexes); snow (precipitation); | Silver mines and mining -- Idaho -- Shoshone County; Mine buildings; | Mine buildings -- Burke; Mining; Snow;,Burke,47.547044,-115.827044,8-X00153c,http://digital.lib.uidaho.edu/cdm/ref/collection/bar-stock/id/228,228,"Hercules Mine, Burke (Idaho) |  | Snow-covered, exterior view of lower tunnel no. 5 at the Hercules Mine in Burke, Idaho. | mine buildings; mines (extracting complexes); snow (precipitation); | Silver mines and mining -- Idaho -- Shoshone County; Mine buildings; | Mine buildings -- Burke; Mining; Snow; | Burke"
Coeur d'Alene Cut off (Idaho/Montana),1894,"Caption on front:""Snow Plow - rotary [1894] at water tank on Coeur d'Alene cut off"".",snowplows; freight trains; | Mine railroads; Coeur d'Alene Mining District (Idaho); Snowplows; | Railroad snowplow locomotives; Snow removal;,,,,8-X00238b,http://digital.lib.uidaho.edu/cdm/ref/collection/bar-stock/id/229,229,"Coeur d'Alene Cut off (Idaho/Montana) | 1894 | Caption on front:""Snow Plow - rotary [1894] at water tank on Coeur d'Alene cut off"". | snowplows; freight trains; | Mine railroads; Coeur d'Alene Mining District (Idaho); Snowplows; | Railroad snowplow locomotives; Snow removal; |"
"Black Bear (Idaho), Snow Slide, 1894",1894,"Image of two locomotives equipped with rotary plows, clearing the tracks after a snowslide. Several workers are gathered around with some men sitting on top of the engines.",snowplows; freight trains; avalanches; | Snowplows; Mine railroads; Avalanches; Coeur d'Alene Mining District (Idaho) | Railroad snowplow locomotives; Snow removal; Avalanches;,(Burke),47.519099,-115.837099,8-X00237a,http://digital.lib.uidaho.edu/cdm/ref/collection/bar-stock/id/230,230,"Black Bear (Idaho), Snow Slide, 1894 | 1894 | Image of two locomotives equipped with rotary plows, clearing the tracks after a snowslide. Several workers are gathered around with some men sitting on top of the engines. | snowplows; freight trains; avalanches; | Snowplows; Mine railroads; Avalanches; Coeur d'Alene Mining District (Idaho) | Railroad snowplow locomotives; Snow removal; Avalanches; |  (Burke)"
"Wallace (Idaho), Forest Fire, 1910",1910,"Image is of debris from a damaged building in Wallace, Idaho. Forest fire 1910.",fires;  buildings (structures); | Forest fires--Idaho; | Debris; Buildings; Bricks; Cities and towns;,Wallace,47.472544,-115.925444,8-B000498g,http://digital.lib.uidaho.edu/cdm/ref/collection/bar-stock/id/231,231,"Wallace (Idaho), Forest Fire, 1910 | 1910 | Image is of debris from a damaged building in Wallace, Idaho. Forest fire 1910. | fires;  buildings (structures); | Forest fires--Idaho; | Debris; Buildings; Bricks; Cities and towns; | Wallace"
"Wallace (Idaho), Sampler, 1906",1906,"View of the exterior of the Sampler buildings, surrounded by railroad cars.",industrial buildings; mining towns; | Mine buildings--Idaho--Wallace; | Industrial facilities;,Wallace,,,8-X00239b,http://digital.lib.uidaho.edu/cdm/ref/collection/bar-stock/id/232,232,"Wallace (Idaho), Sampler, 1906 | 1906 | View of the exterior of the Sampler buildings, surrounded by railroad cars. | industrial buildings; mining towns; | Mine buildings--Idaho--Wallace; | Industrial facilities; | Wallace"
"Wallace (Idaho), Forest Fire, 1910",1910,"Image is of debris from a damaged building in Wallace, Idaho. Forest fire 1910.",fires;  buildings (structures); | Forest fires--Idaho; | Debris; Buildings; Bricks; Cities and towns;,Wallace,47.472533,-115.925433,8-B000498h,http://digital.lib.uidaho.edu/cdm/ref/collection/bar-stock/id/233,233,"Wallace (Idaho), Forest Fire, 1910 | 1910 | Image is of debris from a damaged building in Wallace, Idaho. Forest fire 1910. | fires;  buildings (structures); | Forest fires--Idaho; | Debris; Buildings; Bricks; Cities and towns; | Wallace"
"Bunker Hill and Sullivan Mill, Kellogg (Idaho), 1907",1907,"Image is of the Bunker Hill and Sullivan Mill in Kellogg, Idaho [1907]; Piles of lumber, a rail car and various milling buildings are pictured.",mine buildings; silver mines; | Bunker Hill and Sullivan Mining and Concentrating Company; Mines and mineral resources -- Idaho; Silver mines and mining -- Idaho; Wooden-frame buildings; | Mining; Mine buildings;,-Kellogg (Masonia),47.538277,-116.119353,8-X00021,http://digital.lib.uidaho.edu/cdm/ref/collection/bar-stock/id/234,234,"Bunker Hill and Sullivan Mill, Kellogg (Idaho), 1907 | 1907 | Image is of the Bunker Hill and Sullivan Mill in Kellogg, Idaho [1907]; Piles of lumber, a rail car and various milling buildings are pictured. | mine buildings; silver mines; | Bunker Hill and Sullivan Mining and Concentrating Company; Mines and mineral resources -- Idaho; Silver mines and mining -- Idaho; Wooden-frame buildings; | Mining; Mine buildings; | -Kellogg (Masonia)"
"Wallace (Idaho), Forest Fire, 1910",1910,"Image is of debris from a damaged building in Wallace, Idaho. Forest fire 1910.",fires;  groups of people; buildings (structures); | Forest fires--Idaho; | Debris; Buildings; Bricks; Cities and towns; Bicycles & tricycles;,Wallace,47.472522,-115.925422,8-B000498i,http://digital.lib.uidaho.edu/cdm/ref/collection/bar-stock/id/235,235,"Wallace (Idaho), Forest Fire, 1910 | 1910 | Image is of debris from a damaged building in Wallace, Idaho. Forest fire 1910. | fires;  groups of people; buildings (structures); | Forest fires--Idaho; | Debris; Buildings; Bricks; Cities and towns; Bicycles & tricycles; | Wallace"
"Wallace (Idaho), Forest Fire, 1910",1910,"Image shows the remains of brick building at 721 Bank and, in background, O.R. & N depot, after fire of August 20, 1910.",fires;  groups of people; buildings (structures); | Forest fires--Idaho; | Debris; Buildings; Bricks; Cities and towns;,Wallace,47.471566,-115.922171,8-C000004a,http://digital.lib.uidaho.edu/cdm/ref/collection/bar-stock/id/236,236,"Wallace (Idaho), Forest Fire, 1910 | 1910 | Image shows the remains of brick building at 721 Bank and, in background, O.R. & N depot, after fire of August 20, 1910. | fires;  groups of people; buildings (structures); | Forest fires--Idaho; | Debris; Buildings; Bricks; Cities and towns; | Wallace"
"Wallace (Idaho), Forest Fire, 1910",1910,"Image shows the remains of brick building at 721 Bank and, in background, O.R. & N depot, after fire of August 20, 1910.",fires;  groups of people; buildings (structures); | Forest fires--Idaho; | Debris; Buildings; Bricks; Cities and towns;,Wallace,47.471556,-115.922181,8-C000004b,http://digital.lib.uidaho.edu/cdm/ref/collection/bar-stock/id/237,237,"Wallace (Idaho), Forest Fire, 1910 | 1910 | Image shows the remains of brick building at 721 Bank and, in background, O.R. & N depot, after fire of August 20, 1910. | fires;  groups of people; buildings (structures); | Forest fires--Idaho; | Debris; Buildings; Bricks; Cities and towns; | Wallace"
"Wallace (Idaho), Forest Fire, 1910, Brewery",1910,"Image is of debris from a damaged building in Wallace, Idaho. Forest fire 1910.",fires;  buildings (structures); | Forest fires--Idaho; | Debris; Buildings; Bricks; Cities and towns;,Wallace,47.472511,-115.925411,8-C000004c,http://digital.lib.uidaho.edu/cdm/ref/collection/bar-stock/id/238,238,"Wallace (Idaho), Forest Fire, 1910, Brewery | 1910 | Image is of debris from a damaged building in Wallace, Idaho. Forest fire 1910. | fires;  buildings (structures); | Forest fires--Idaho; | Debris; Buildings; Bricks; Cities and towns; | Wallace"
"Wallace (Idaho), Forest Fire, 1910, Brewery",1910,"Image is of debris from a damaged building in Wallace, Idaho. Forest fire 1910.",fires;  buildings (structures); | Forest fires--Idaho; | Debris; Buildings; Bricks; Cities and towns;,Wallace,47.472501,-115.925401,8-C000004d,http://digital.lib.uidaho.edu/cdm/ref/collection/bar-stock/id/239,239,"Wallace (Idaho), Forest Fire, 1910, Brewery | 1910 | Image is of debris from a damaged building in Wallace, Idaho. Forest fire 1910. | fires;  buildings (structures); | Forest fires--Idaho; | Debris; Buildings; Bricks; Cities and towns; | Wallace"
"Wallace (Idaho), Forest Fire, 1910, Placer Creek",1910,Image shows burned timber surrounding Placer Creek after the fire. Forest fire 1910.,fires;  creeks (bodies of water); | Forest fires--Idaho; | Debris; Buildings; Bricks; Cities and towns;,Wallace,47.466063,-115.934719,8-C000005a,http://digital.lib.uidaho.edu/cdm/ref/collection/bar-stock/id/240,240,"Wallace (Idaho), Forest Fire, 1910, Placer Creek | 1910 | Image shows burned timber surrounding Placer Creek after the fire. Forest fire 1910. | fires;  creeks (bodies of water); | Forest fires--Idaho; | Debris; Buildings; Bricks; Cities and towns; | Wallace"
"Wallace (Idaho), 1911",1911,Exterior image of the Coeur d'Alene Hardware Co. and the Otterson Dry Goods Co. A.G. Kern's Law office is upstairs in the Otterson Building. Snow shoes can be seen in the hardware store's window display.,storefronts; business (commercial function); | Storefronts; Wallace (Idaho); | Cities and towns; Stores & shops;,Wallace,47.47166,-115.92366,8-X00240a,http://digital.lib.uidaho.edu/cdm/ref/collection/bar-stock/id/241,241,"Wallace (Idaho), 1911 | 1911 | Exterior image of the Coeur d'Alene Hardware Co. and the Otterson Dry Goods Co. A.G. Kern's Law office is upstairs in the Otterson Building. Snow shoes can be seen in the hardware store's window display. | storefronts; business (commercial function); | Storefronts; Wallace (Idaho); | Cities and towns; Stores & shops; | Wallace"
"Wallace (Idaho), Forest Fire, 1910, Placer Creek",1910,Image shows burned timber surrounding Placer Creek after the fire. Forest fire 1910.,fires;  creeks (bodies of water); | Forest fires--Idaho; | Debris; Buildings; Bricks; Cities and towns;,Wallace,47.466073,-115.934719,8-C000005b,http://digital.lib.uidaho.edu/cdm/ref/collection/bar-stock/id/242,242,"Wallace (Idaho), Forest Fire, 1910, Placer Creek | 1910 | Image shows burned timber surrounding Placer Creek after the fire. Forest fire 1910. | fires;  creeks (bodies of water); | Forest fires--Idaho; | Debris; Buildings; Bricks; Cities and towns; | Wallace"
"Wallace (Idaho), Forest Fire, 1910, Placer Creek",1910,Image shows burned timber surrounding Placer Creek after the fire. Forest fire 1910.,fires;  creeks (bodies of water); | Forest fires--Idaho; | Debris; Buildings; Bricks; Cities and towns;,Wallace,47.466083,-115.934729,8-C000005c,http://digital.lib.uidaho.edu/cdm/ref/collection/bar-stock/id/243,243,"Wallace (Idaho), Forest Fire, 1910, Placer Creek | 1910 | Image shows burned timber surrounding Placer Creek after the fire. Forest fire 1910. | fires;  creeks (bodies of water); | Forest fires--Idaho; | Debris; Buildings; Bricks; Cities and towns; | Wallace"
